Index,Time,(((exo_controller).xzy_shoulder).INS_shoulder).xzy_order_angle[0],(((exo_controller).xzy_shoulder).INS_shoulder).xzy_order_angle[1],(((exo_controller).xzy_shoulder).INS_shoulder).xzy_order_angle[2],TargetAngle3,(((exo_controller).xzy_shoulder).dm_motor[1]).angle_in_degree,(((exo_controller).xzy_shoulder).dm_motor[0]).angle_in_degree
270,0.539919,-4.24889183,-33.8386154,13.6984339,0,37.9655228,-7.73735046
271,0.541919,-4.24263859,-33.8360596,13.6949368,0,37.987381,-7.73735046
272,0.543915,-4.23542786,-33.8346863,13.6903439,0,38.0092354,-7.73735046
273,0.545933,-4.22842646,-33.8338013,13.6856575,0,38.0310936,-7.71549225
274,0.547919,-4.22241974,-33.8324203,13.6821499,0,38.0529518,-7.69363403
275,0.549913,-4.21661282,-33.8303833,13.6788435,0,38.0966644,-7.67177963
276,0.551934,-4.2107935,-33.827755,13.6750288,0,38.1185188,-7.6062088
277,0.553919,-4.20524025,-33.8246689,13.6712465,0,38.1622314,-7.56249619
278,0.555934,-4.19992828,-33.8217812,13.6679773,0,38.1840897,-7.51878357
279,0.557919,-4.19502926,-33.8190231,13.6647425,0,38.2059479,-7.49692535
280,0.559913,-4.19041443,-33.8158226,13.6606426,0,38.2059479,-7.47507095
281,0.561918,-4.18637562,-33.8127022,13.6566267,0,38.2278023,-7.47507095
282,0.563919,-4.18276358,-33.8094215,13.6534414,0,38.2278023,-7.45321274
283,0.565989,-4.17957592,-33.8059654,13.6503878,0,38.2278023,-7.43135452
284,0.567915,-4.17676687,-33.8028107,13.6480579,0,38.2278023,-7.38764191
285,0.569916,-4.17387199,-33.7989082,13.6453142,0,38.2278023,-7.34392929
286,0.571914,-4.16975546,-33.7936134,13.640193,0,38.2278023,-7.32207489
287,0.57392,-4.16395712,-33.7878532,13.6341238,0,38.2496605,-7.30021667
288,0.575917,-4.15733576,-33.7824059,13.6281939,0,38.2496605,-7.30021667
289,0.577934,-4.15060711,-33.7775269,13.6219015,0,38.2715149,-7.30021667
290,0.579916,-4.14351177,-33.7732353,13.6148624,0,38.3152275,-7.30021667
291,0.581913,-4.13682365,-33.7690582,13.6081829,0,38.3807983,-7.30021667
292,0.583912,-4.13097286,-33.7642708,13.602416,0,38.424511,-7.30021667
293,0.585919,-4.12532282,-33.7594032,13.596796,0,38.4682274,-7.27835846
294,0.587981,-4.11942005,-33.756012,13.5902309,0,38.4900818,-7.27835846
295,0.589918,-4.113657,-33.7539101,13.5833464,0,38.51194,-7.27835846
296,0.59192,-4.10842562,-33.7520752,13.5768204,0,38.5337944,-7.27835846
297,0.593915,-4.10365057,-33.750164,13.5701914,0,38.5556526,-7.27835846
298,0.595912,-4.09910917,-33.7483253,13.5630293,0,38.577507,-7.25650406
299,0.597916,-4.09481812,-33.7467728,13.5561705,0,38.6212234,-7.23464584
300,0.599978,-4.09124136,-33.7458649,13.550231,0,38.6649361,-7.21279144
301,0.601916,-4.08791542,-33.7453728,13.5439777,0,38.6649361,-7.19093323
302,0.603933,-4.08516932,-33.7439346,13.5381975,0,38.6867905,-7.14722061
303,0.605913,-4.08259821,-33.7417679,13.5326281,0,38.6867905,-7.08164978
304,0.607919,-4.07912302,-33.740036,13.5259781,0,38.6867905,-7.05979538
305,0.609918,-4.07469845,-33.7389526,13.5187302,0,38.6867905,-7.03793716
306,0.61193,-4.06999445,-33.7378273,13.5115833,0,38.6867905,-7.01607895
307,0.61392,-4.06612968,-33.7360382,13.5050116,0,38.6867905,-6.99422455
